Type,Instance,Name,PresentValue,Override,Description
Analog Input,1,Facility Outdoor Air Temperature,77.01798 °F,,
Analog Input,2,Facility Outdoor Air Humidity,85.28802 %,,
Analog Value,4,Outdoor Air Temperature BAS Into SC102,77.01798 °F,77.01798 °F at Level 16: Lowest,"Written to by Ensemble Global Point, value from CASL C106"
Analog Value,5,Outdoor Air Humidity BAS Into SC102,85.28802 %,85.28802 % at Level 16: Lowest,"Written to by Ensemble Global Point, value from CASL C106"
Analog Value,6,CASL CH-1 Running Capacity,0 %,—,
Analog Value,7,CASL CH-2 Running Capacity,95.5 %,95.5 % at Level 5: Critical Equipment Control,
Analog Value,8,EC Add Chiller Amp Draw,34 AMPERES,34 AMPERES at Level 16: Lowest,
Analog Value,9,EC Chiller Amp Draw,31 AMPERES,31 AMPERES at Level 16: Lowest,
Analog Value,10,SSB Chiller Amp Draw,0 AMPERES,0 AMPERES at Level 5: Critical Equipment Control,
Analog Value,11,LLRC Master Load KW,453.5093 KILOWATTS,453.5093 KILOWATTS at Level 5: Critical Equipment Control,
Analog Value,12,LLRC Slave Load KW,2267.546 KILOWATTS,2267.546 KILOWATTS at Level 5: Critical Equipment Control,
Analog Value,13,Fieldhouse Load KW,0 KILOWATTS,0 KILOWATTS at Level 5: Critical Equipment Control,
Analog Value,14,Demand Limit Change Percentage BAS,10.1 %,—,
Analog Value,15,Demand Limit 1st Stage Stpt BAS,5700 KILOWATTS,5700 KILOWATTS at Level 13: Unspecified,
Analog Value,16,Demand Limit 2nd Stage Stpt BAS,5800 KILOWATTS,5800 KILOWATTS at Level 13: Unspecified,
Analog Value,17,Demand Limit 3rd Stage Stpt BAS,6000 KILOWATTS,6000 KILOWATTS at Level 13: Unspecified,
Analog Value,18,CASL CH-1 Calc Demand,100,100 at Level 9: Unspecified,
Analog Value,19,CASL CH-2 Calc Demand,100,100 at Level 9: Unspecified,
Analog Value,20,CASL CH-1 Demand Signal,100 %,100 % at Level 9: Unspecified,
Analog Value,21,CASL CH-2 Demand Signal,100 %,100 % at Level 9: Unspecified,
Analog Value,22,CASL Divide By Pct,0 %,—,
Analog Value,23,Eng CH-1 Calc Demand,100,100 at Level 9: Unspecified,
Analog Value,24,Eng Add CH-2 Calc Demand,100,100 at Level 9: Unspecified,
Analog Value,25,Eng CH-1 Demand Signal,100 %,100 % at Level 9: Unspecified,
Analog Value,26,Eng Add CH-2 Demand Signal,100 %,100 % at Level 9: Unspecified,
Analog Value,27,SSB CH-1 Demand Signal,100 %,100 % at Level 9: Unspecified,
Analog Value,28,SSB CH-1 Calc Demand,100,100 at Level 9: Unspecified,
Analog Value,29,Demand Current Total,3621.0557 KILOWATTS,3621.0557 KILOWATTS at Level 9: Unspecified,Demand total value from energy program
Analog Value,30,Demand RTU_AHU DAT Stpt Request,57 °F,—,
Analog Value,31,Demand RTU_AHU DAT Change Stpt,5 °F,—,
Analog Value,32,Demand RTU_AHU DAT Stpt Active,57 °F,57 °F at Level 9: Unspecified,
Analog Value,33,DC1 Timer,0,0 at Level 9: Unspecified,
Analog Value,34,DC2 Timer,0,0 at Level 9: Unspecified,
Analog Value,35,DC3 Timer,0,0 at Level 9: Unspecified,
Analog Value,36,Demand Call-1 Timer,60,60 at Level 9: Unspecified,
Analog Value,37,Demand Call-2 Timer,60,60 at Level 9: Unspecified,
Analog Value,38,Demand Call-3 Timer,60,60 at Level 9: Unspecified,
Analog Value,39,LLRC Slave Load KW Active,2267.5464 KILOWATTS,2267.5464 KILOWATTS at Level 9: Unspecified,
Analog Value,40,LLRC Master Load KW Active,453.5093 KILOWATTS,453.5093 KILOWATTS at Level 9: Unspecified,
Analog Value,41,Fieldhouse Load KW Active,900 KILOWATTS,900 KILOWATTS at Level 9: Unspecified,
Analog Value,42,Outdoor Air Enthalpy Active,37.165276 BTUS_PER_POUND_DRY_AIR,37.165276 BTUS_PER_POUND_DRY_AIR at Level 9: Unspecified,
Binary Input,1,Air Valve Control Action Active|vav-1,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,2,Air Valve Position Control|vav-1,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,3,Occupancy Input|vav-1,[0] Occupied,,"[0]=Occupied, [1]=Unoccupied"
Binary Input,4,Timed Override Timer Is Active|vav-1,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,5,Diagnostic Present|vav-1,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,6,Diagnostic Present: Advisory|vav-1,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,7,Diagnostic Present: Critical|vav-1,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,8,Diagnostic Present: Information|vav-1,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,9,Diagnostic Present: Service Required|vav-1,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,10,Air Valve Control Action Active|vav-2,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,11,Air Valve Position Control|vav-2,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,13,Timed Override Timer Is Active|vav-2,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,14,Diagnostic Present|vav-2,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,15,Diagnostic Present: Advisory|vav-2,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,16,Diagnostic Present: Critical|vav-2,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,17,Diagnostic Present: Information|vav-2,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,18,Diagnostic Present: Service Required|vav-2,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,19,Air Valve Control Action Active|vav-3,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,20,Air Valve Position Control|vav-3,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,21,Timed Override Timer Is Active|vav-3,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,22,Diagnostic Present|vav-3,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,23,Diagnostic Present: Advisory|vav-3,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,24,Diagnostic Present: Critical|vav-3,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,25,Diagnostic Present: Information|vav-3,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,26,Diagnostic Present: Service Required|vav-3,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,27,Air Valve Control Action Active|vav-4,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,28,Air Valve Position Control|vav-4,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,29,Timed Override Timer Is Active|vav-4,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,30,Diagnostic Present|vav-4,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,31,Diagnostic Present: Advisory|vav-4,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,32,Diagnostic Present: Critical|vav-4,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,33,Diagnostic Present: Information|vav-4,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,34,Diagnostic Present: Service Required|vav-4,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,35,Air Valve Control Action Active|vav-5,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,36,Air Valve Position Control|vav-5,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,38,Timed Override Timer Is Active|vav-5,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,39,Diagnostic Present|vav-5,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,40,Diagnostic Present: Advisory|vav-5,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,41,Diagnostic Present: Critical|vav-5,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,42,Diagnostic Present: Information|vav-5,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,43,Diagnostic Present: Service Required|vav-5,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,44,Air Valve Control Action Active|vav-6,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,45,Air Valve Position Control|vav-6,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,46,Timed Override Timer Is Active|vav-6,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,47,Diagnostic Present|vav-6,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,48,Diagnostic Present: Advisory|vav-6,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,49,Diagnostic Present: Critical|vav-6,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,50,Diagnostic Present: Information|vav-6,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,51,Diagnostic Present: Service Required|vav-6,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,52,Air Valve Control Action Active|vav-7,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,53,Air Valve Position Control|vav-7,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,54,Occupancy Input|vav-7,[1] Unoccupied,,"[0]=Occupied, [1]=Unoccupied"
Binary Input,55,Timed Override Timer Is Active|vav-7,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,56,Diagnostic Present|vav-7,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,57,Diagnostic Present: Advisory|vav-7,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,58,Diagnostic Present: Critical|vav-7,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,59,Diagnostic Present: Information|vav-7,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,60,Diagnostic Present: Service Required|vav-7,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,61,Air Valve Control Action Active|vav-8,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,62,Air Valve Position Control|vav-8,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,63,Occupancy Input|vav-8,[1] Unoccupied,,"[0]=Occupied, [1]=Unoccupied"
Binary Input,64,Timed Override Timer Is Active|vav-8,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,65,Diagnostic Present|vav-8,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,66,Diagnostic Present: Advisory|vav-8,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,67,Diagnostic Present: Critical|vav-8,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,68,Diagnostic Present: Information|vav-8,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,69,Diagnostic Present: Service Required|vav-8,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,70,Air Valve Control Action Active|vav-9,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,71,Air Valve Position Control|vav-9,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,72,Occupancy Input|vav-9,[1] Unoccupied,,"[0]=Occupied, [1]=Unoccupied"
Binary Input,73,Timed Override Timer Is Active|vav-9,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,74,Diagnostic Present|vav-9,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,75,Diagnostic Present: Advisory|vav-9,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,76,Diagnostic Present: Critical|vav-9,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,77,Diagnostic Present: Information|vav-9,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,78,Diagnostic Present: Service Required|vav-9,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,79,Air Valve Control Action Active|vav-10,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,80,Air Valve Position Control|vav-10,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,81,Timed Override Timer Is Active|vav-10,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,82,Diagnostic Present|vav-10,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,83,Diagnostic Present: Advisory|vav-10,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,84,Diagnostic Present: Critical|vav-10,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,85,Diagnostic Present: Information|vav-10,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,86,Diagnostic Present: Service Required|vav-10,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,87,Air Valve Control Action Active|vav-11,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,88,Air Valve Position Control|vav-11,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,89,Occupancy Input|vav-11,[1] Unoccupied,,"[0]=Occupied, [1]=Unoccupied"
Binary Input,90,Timed Override Timer Is Active|vav-11,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,91,Diagnostic Present|vav-11,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,92,Diagnostic Present: Advisory|vav-11,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,93,Diagnostic Present: Critical|vav-11,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,94,Diagnostic Present: Information|vav-11,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,95,Diagnostic Present: Service Required|vav-11,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,96,Air Valve Control Action Active|vav-12,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,97,Air Valve Position Control|vav-12,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,98,Occupancy Input|vav-12,[0] Occupied,,"[0]=Occupied, [1]=Unoccupied"
Binary Input,99,Timed Override Timer Is Active|vav-12,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,100,Diagnostic Present|vav-12,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,101,Diagnostic Present: Advisory|vav-12,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,102,Diagnostic Present: Critical|vav-12,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,103,Diagnostic Present: Information|vav-12,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,104,Diagnostic Present: Service Required|vav-12,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,105,Air Valve Control Action Active|vav-13,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,106,Air Valve Position Control|vav-13,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,107,Timed Override Timer Is Active|vav-13,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,108,Diagnostic Present|vav-13,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,109,Diagnostic Present: Advisory|vav-13,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,110,Diagnostic Present: Critical|vav-13,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,111,Diagnostic Present: Information|vav-13,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,112,Diagnostic Present: Service Required|vav-13,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,113,Air Valve Control Action Active|vav-14,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,114,Air Valve Position Control|vav-14,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,115,Timed Override Timer Is Active|vav-14,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,116,Diagnostic Present|vav-14,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,117,Diagnostic Present: Advisory|vav-14,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,118,Diagnostic Present: Critical|vav-14,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,119,Diagnostic Present: Information|vav-14,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,120,Diagnostic Present: Service Required|vav-14,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,121,Air Valve Control Action Active|vav-15,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,122,Air Valve Position Control|vav-15,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,123,Timed Override Timer Is Active|vav-15,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,124,Diagnostic Present|vav-15,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,125,Diagnostic Present: Advisory|vav-15,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,126,Diagnostic Present: Critical|vav-15,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,127,Diagnostic Present: Information|vav-15,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,128,Diagnostic Present: Service Required|vav-15,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,129,Air Valve Control Action Active|vav-16,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,130,Air Valve Position Control|vav-16,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,131,Timed Override Timer Is Active|vav-16,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,132,Diagnostic Present|vav-16,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,133,Diagnostic Present: Advisory|vav-16,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,134,Diagnostic Present: Critical|vav-16,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,135,Diagnostic Present: Information|vav-16,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,136,Diagnostic Present: Service Required|vav-16,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,137,Air Valve Control Action Active|vav-17,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,138,Air Valve Position Control|vav-17,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,139,Occupancy Input|vav-17,[1] Unoccupied,,"[0]=Occupied, [1]=Unoccupied"
Binary Input,140,Timed Override Timer Is Active|vav-17,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,141,Diagnostic Present|vav-17,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,142,Diagnostic Present: Advisory|vav-17,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,143,Diagnostic Present: Critical|vav-17,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,144,Diagnostic Present: Information|vav-17,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,145,Diagnostic Present: Service Required|vav-17,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,146,Air Valve Control Action Active|vav-18,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,147,Air Valve Position Control|vav-18,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,149,Timed Override Timer Is Active|vav-18,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,150,Diagnostic Present|vav-18,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,151,Diagnostic Present: Advisory|vav-18,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,152,Diagnostic Present: Critical|vav-18,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,153,Diagnostic Present: Information|vav-18,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,154,Diagnostic Present: Service Required|vav-18,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,155,Air Valve Control Action Active|vav-19,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,156,Air Valve Position Control|vav-19,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,157,Timed Override Timer Is Active|vav-19,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,158,Diagnostic Present|vav-19,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,159,Diagnostic Present: Advisory|vav-19,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,160,Diagnostic Present: Critical|vav-19,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,161,Diagnostic Present: Information|vav-19,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,162,Diagnostic Present: Service Required|vav-19,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,163,Air Valve Control Action Active|vav-20,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,164,Air Valve Position Control|vav-20,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,165,Timed Override Timer Is Active|vav-20,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,166,Diagnostic Present|vav-20,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,167,Diagnostic Present: Advisory|vav-20,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,168,Diagnostic Present: Critical|vav-20,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,169,Diagnostic Present: Information|vav-20,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,170,Diagnostic Present: Service Required|vav-20,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,171,Air Valve Control Action Active|vav-21,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,172,Air Valve Position Control|vav-21,[1] position control / pressure dependent,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,173,Timed Override Timer Is Active|vav-21,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,174,Diagnostic Present|vav-21,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,175,Diagnostic Present: Advisory|vav-21,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,176,Diagnostic Present: Critical|vav-21,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,177,Diagnostic Present: Information|vav-21,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,178,Diagnostic Present: Service Required|vav-21,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,179,Air Valve Control Action Active|vav-22,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,180,Air Valve Position Control|vav-22,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,181,Timed Override Timer Is Active|vav-22,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,182,Diagnostic Present|vav-22,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,183,Diagnostic Present: Advisory|vav-22,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,184,Diagnostic Present: Critical|vav-22,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,185,Diagnostic Present: Information|vav-22,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,186,Diagnostic Present: Service Required|vav-22,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,187,Air Valve Control Action Active|vav-23,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,188,Air Valve Position Control|vav-23,[0] pressure independent control,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,189,Timed Override Timer Is Active|vav-23,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,190,Diagnostic Present|vav-23,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,191,Diagnostic Present: Advisory|vav-23,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,192,Diagnostic Present: Critical|vav-23,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,193,Diagnostic Present: Information|vav-23,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,194,Diagnostic Present: Service Required|vav-23,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,195,Air Valve Control Action Active|vav-24,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,196,Air Valve Position Control|vav-24,[1] position control / pressure dependent,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,197,Timed Override Timer Is Active|vav-24,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,198,Diagnostic Present|vav-24,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,199,Diagnostic Present: Advisory|vav-24,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,200,Diagnostic Present: Critical|vav-24,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,201,Diagnostic Present: Information|vav-24,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,202,Diagnostic Present: Service Required|vav-24,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,203,Air Valve Control Action Active|vav-25,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,204,Air Valve Position Control|vav-25,[1] position control / pressure dependent,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,205,Timed Override Timer Is Active|vav-25,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,206,Diagnostic Present|vav-25,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,207,Diagnostic Present: Advisory|vav-25,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,208,Diagnostic Present: Critical|vav-25,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,209,Diagnostic Present: Information|vav-25,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,210,Diagnostic Present: Service Required|vav-25,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,211,Air Valve Control Action Active|vav-26,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,212,Air Valve Position Control|vav-26,[1] position control / pressure dependent,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,213,Timed Override Timer Is Active|vav-26,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,214,Diagnostic Present|vav-26,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,215,Diagnostic Present: Advisory|vav-26,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,216,Diagnostic Present: Critical|vav-26,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,217,Diagnostic Present: Information|vav-26,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,218,Diagnostic Present: Service Required|vav-26,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,219,Air Valve Control Action Active|vav-27,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,220,Air Valve Position Control|vav-27,[1] position control / pressure dependent,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,221,Timed Override Timer Is Active|vav-27,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,222,Diagnostic Present|vav-27,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,223,Diagnostic Present: Advisory|vav-27,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,224,Diagnostic Present: Critical|vav-27,[0] Normal,,"[0]=Normal, [1]=In Alarm"
